,ID,RawText,AspectTerms,AspectTermsPolarity,AspectTermsSpan,TextWithPOS,FixedTextWithPOS,Past,Future,Adj,Adv,Pronoun,Noun,Verb,Pos_lex,Neg_lex,FixedTexttWithPOSReplaced,RawTextWithLabelIOB
788,1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","['bill', 'measures of liquers']","['conflict', 'positive']","[('30', '34'), ('69', '88')]","[('Still', 'RB'), (',', ','), ('any', 'DT'), ('quibble', 'JJ'), ('about', 'IN'), ('the', 'DT'), ('bill', 'NN'), ('were', 'VBD'), ('off-set', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('pour-your-own', 'JJ'), ('measures', 'NNS'), ('of', 'IN'), ('liquor', 'NN'), ('which', 'WDT'), ('were', 'VBD'), ('courtesy', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('house', 'NN'), ('...', ':')]","[('Still', 'RB'), (',', ','), ('any', 'DT'), ('quibble', 'JJ'), ('about', 'IN'), ('the', 'DT'), ('bill', 'NN'), ('be', 'VBD'), ('off-set', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('pour-your-own', 'JJ'), ('measure', 'NNS'), ('of', 'IN'), ('liquor', 'NN'), ('which', 'WDT'), ('be', 'VBD'), ('courtesy', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('house', 'NN'), ('...', ':')]",0.666666667,0,0.090909091,0.045454545,0,0.227272727,0.136363636,0,0.333333333,"[('Still', 'RB'), (',', ','), ('any', 'DT'), ('quibble', 'JJ'), ('about', 'IN'), ('the', 'DT'), ('bill', 'NN'), ('be', 'VBD'), ('off-set', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('pour-your-own', 'JJ'), ('measure', 'NNS'), ('of', 'IN'), ('liquor', 'NN'), ('which', 'WDT'), ('be', 'VBD'), ('courtesy', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('house', 'NN'), ('...', ':')]","[('Still', 'O', None), (',', 'O', None), ('any', 'O', None), ('quibbles', 'O', None), ('about', 'O', None), ('the', 'O', None), ('bill', 'B', 'conflict'), ('were', 'O', None), ('off-set', 'O', None), ('by', 'O', None), ('the', 'O', None), ('pour-your-own', 'O', None), ('measures', 'B', 'positive'), ('of', 'I', 'positive'), ('liquers', 'I', 'positive'), ('which', 'O', None), ('were', 'O', None), ('courtesey', 'O', None), ('of', 'O', None), ('the', 'O', None), ('house', 'O', None)]"
789,1961,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","['table service', 'service']","['conflict', 'neutral']","[('4', '17'), ('95', '102')]","[('The', 'DT'), ('table', 'NN'), ('service', 'NN'), ('could', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('a', 'DT'), ('little', 'RB'), ('more', 'RBR'), ('attentive', 'JJ'), ('but', 'CC'), ('as', 'IN'), ('someone', 'NN'), ('who', 'WP'), ('also', 'RB'), ('works', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('service', 'NN'), ('industry', 'NN'), (',', ','), ('I', 'PRP'), ('understood', 'VBP'), ('they', 'PRP'), ('were', 'VBD'), ('busy', 'JJ'), ('.', '.')]","[('The', 'DT'), ('table', 'NN'), ('service', 'NN'), ('could', 'MD'), ('have', 'VB'), ('be', 'VBN'), ('a', 'DT'), ('little', 'RB'), ('more', 'RBR'), ('attentive', 'JJ'), ('but', 'CC'), ('a', 'IN'), ('someone', 'NN'), ('who', 'WP'), ('also', 'RB'), ('work', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('service', 'NN'), ('industry', 'NN'), (',', ','), ('I', 'PRP'), ('understand', 'VBP'), ('they', 'PRP'), ('be', 'VBD'), ('busy', 'JJ'), ('.', '.')]",0.2,0.2,0.074074074,0.111111111,0.074074074,0.185185185,0.185185185,0.666666667,0,"[('The', 'DT'), ('table', 'NN'), ('service', 'NN'), ('could', 'MD'), ('have', 'VB'), ('be', 'VBN'), ('a', 'DT'), ('little', 'RB'), ('more', 'RBR'), ('attentive', 'JJ'), ('but', 'CC'), ('a', 'IN'), ('someone', 'NN'), ('who', 'WP'), ('also', 'RB'), ('work', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('service', 'NN'), ('industry', 'NN'), (',', ','), ('I', 'PRP'), ('understand', 'VBP'), ('they', 'PRP'), ('be', 'VBD'), ('busy', 'JJ'), ('.', '.')]","[('The', 'O', None), ('table', 'B', 'conflict'), ('service', 'I', 'conflict'), ('could', 'O', None), ('have', 'O', None), ('been', 'O', None), ('a', 'O', None), ('little', 'O', None), ('more', 'O', None), ('attentive', 'O', None), ('but', 'O', None), ('as', 'O', None), ('someone', 'O', None), ('who', 'O', None), ('also', 'O', None), ('works', 'O', None), ('in', 'O', None), ('the', 'O', None), ('service', 'B', 'neutral'), ('industry', 'O', None), (',', 'O', None), ('I', 'O', None), ('understood', 'O', None), ('they', 'O', None), ('were', 'O', None), ('busy', 'O', None)]"
790,710,"It's not mind-blowing, but to me, thai food never is and never will be.",['thai food'],['neutral'],"[('34', '43')]","[('It', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('mind-blowing', 'JJ'), (',', ','), ('but', 'CC'), ('to', 'TO'), ('me', 'PRP'), (',', ','), ('thai', 'EX'), ('food', 'NN'), ('never', 'RB'), ('is', 'VBZ'), ('and', 'CC'), ('never', 'RB'), ('will', 'MD'), ('be', 'VB'), ('.', '.')]","[('It', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('mind-blowing', 'JJ'), (',', ','), ('but', 'CC'), ('to', 'TO'), ('me', 'PRP'), (',', ','), ('thai', 'EX'), ('food', 'NN'), ('never', 'RB'), ('be', 'VBZ'), ('and', 'CC'), ('never', 'RB'), ('will', 'MD'), ('be', 'VB'), ('.', '.')]",0,0.333333333,0.055555556,0.166666667,0.111111111,0.055555556,0.166666667,0.5,0,"[('It', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('mind-blowing', 'JJ'), (',', ','), ('but', 'CC'), ('to', 'TO'), ('me', 'PRP'), (',', ','), ('thai', 'EX'), ('food', 'NN'), ('never', 'RB'), ('be', 'VBZ'), ('and', 'CC'), ('never', 'RB'), ('will', 'MD'), ('be', 'VB'), ('.', '.')]","[('It', 'O', None), (""'s"", 'O', None), ('not', 'O', None), ('mind-blowing', 'O', None), (',', 'O', None), ('but', 'O', None), ('to', 'O', None), ('me', 'O', None), (',', 'B', 'neutral'), ('thai', 'I', 'neutral'), ('food', 'I', 'neutral'), ('never', 'O', None), ('is', 'O', None), ('and', 'O', None), ('never', 'O', None), ('will', 'O', None), ('be', 'O', None)]"
791,911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","['Food', 'pork belly', 'fat']","['positive', 'negative', 'negative']","[('0', '4'), ('94', '104'), ('154', '157')]","[('Food', 'NN'), ('was', 'VBD'), ('very', 'RB'), ('good', 'JJ'), ('as', 'IN'), ('well', 'RB'), (',', ','), ('considering', 'VBG'), ('that', 'IN'), ('we', 'PRP'), ('tried', 'VBD'), ('the', 'DT'), ('budget', 'NN'), ('selection', 'NN'), ('(', '('), ('though', 'IN'), ('I', 'PRP'), ('wish', 'VBP'), ('the', 'DT'), ('pork', 'NN'), ('belly', 'RB'), ('that', 'IN'), ('I', 'PRP'), ('ordered', 'VBD'), ('was', 'VBD'), ('roasted', 'VBN'), ('a', 'DT'), ('bit', 'NN'), ('longer', 'RB'), (',', ','), ('so', 'IN'), ('that', 'DT'), ('fat', 'NN'), ('was', 'VBD'), ('more', 'JJR'), ('of', 'IN'), ('a', 'DT'), ('melt-in-your-mouth', 'JJ'), ('experience', 'NN'), (')', ')'), ('.', '.')]","[('Food', 'NN'), ('be', 'VBD'), ('very', 'RB'), ('good', 'JJ'), ('a', 'IN'), ('well', 'RB'), (',', ','), ('consider', 'VBG'), ('that', 'IN'), ('we', 'PRP'), ('try', 'VBD'), ('the', 'DT'), ('budget', 'NN'), ('selection', 'NN'), ('(', '('), ('though', 'IN'), ('I', 'PRP'), ('wish', 'VBP'), ('the', 'DT'), ('pork', 'NN'), ('belly', 'RB'), ('that', 'IN'), ('I', 'PRP'), ('order', 'VBD'), ('be', 'VBD'), ('roast', 'VBN'), ('a', 'DT'), ('bit', 'NN'), ('longer', 'RB'), (',', ','), ('so', 'IN'), ('that', 'DT'), ('fat', 'NN'), ('be', 'VBD'), ('more', 'JJR'), ('of', 'IN'), ('a', 'DT'), ('melt-in-your-mouth', 'JJ'), ('experience', 'NN'), (')', ')'), ('.', '.')]",0.625,0,0.073170732,0.097560976,0.073170732,0.170731707,0.195121951,0.5,0.25,"[('Food', 'NN'), ('be', 'VBD'), ('very', 'RB'), ('good', 'JJ'), ('a', 'IN'), ('well', 'RB'), (',', ','), ('consider', 'VBG'), ('that', 'IN'), ('we', 'PRP'), ('try', 'VBD'), ('the', 'DT'), ('budget', 'NN'), ('selection', 'NN'), ('(', '('), ('though', 'IN'), ('I', 'PRP'), ('wish', 'VBP'), ('the', 'DT'), ('pork', 'NN'), ('belly', 'RB'), ('that', 'IN'), ('I', 'PRP'), ('order', 'VBD'), ('be', 'VBD'), ('roast', 'VBN'), ('a', 'DT'), ('bit', 'NN'), ('longer', 'RB'), (',', ','), ('so', 'IN'), ('that', 'DT'), ('fat', 'NN'), ('be', 'VBD'), ('more', 'JJR'), ('of', 'IN'), ('a', 'DT'), ('melt-in-your-mouth', 'JJ'), ('experience', 'NN'), (')', ')'), ('.', '.')]","[('Food', 'B', 'positive'), ('was', 'O', None), ('very', 'O', None), ('good', 'O', None), ('as', 'O', None), ('well', 'O', None), (',', 'O', None), ('considering', 'O', None), ('that', 'O', None), ('we', 'O', None), ('tried', 'O', None), ('the', 'O', None), ('budget', 'O', None), ('selection', 'O', None), ('(', 'O', None), ('though', 'O', None), ('I', 'O', None), ('wish', 'O', None), ('the', 'O', None), ('pork', 'B', 'negative'), ('belly', 'I', 'negative'), ('that', 'O', None), ('I', 'O', None), ('ordered', 'O', None), ('was', 'O', None), ('roasted', 'O', None), ('a', 'O', None), ('bit', 'O', None), ('longer', 'O', None), (',', 'O', None), ('so', 'O', None), ('that', 'O', None), ('fat', 'O', None), ('was', 'O', None), ('more', 'O', None), ('of', 'O', None), ('a', 'O', None), ('melt-in-your-mouth', 'O', None), ('experience', 'O', None), (')', 'O', None)]"
792,3607,"Although, one night we went it was super cheesy, and another night it was less cheesy.",[],[],[],"[('Although', 'IN'), (',', ','), ('one', 'CD'), ('night', 'NN'), ('we', 'PRP'), ('went', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('super', 'JJ'), ('cheese', 'NN'), (',', ','), ('and', 'CC'), ('another', 'DT'), ('night', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('less', 'RBR'), ('cheese', 'JJ'), ('.', '.')]","[('Although', 'IN'), (',', ','), ('one', 'CD'), ('night', 'NN'), ('we', 'PRP'), ('go', 'VBD'), ('it', 'PRP'), ('be', 'VBD'), ('super', 'JJ'), ('cheese', 'NN'), (',', ','), ('and', 'CC'), ('another', 'DT'), ('night', 'NN'), ('it', 'PRP'), ('be', 'VBD'), ('less', 'RBR'), ('cheese', 'JJ'), ('.', '.')]",1,0,0.105263158,0.052631579,0.157894737,0.157894737,0.157894737,0.333333333,0,"[('Although', 'IN'), (',', ','), ('<NUM>', 'CD'), ('night', 'NN'), ('we', 'PRP'), ('go', 'VBD'), ('it', 'PRP'), ('be', 'VBD'), ('super', 'JJ'), ('cheese', 'NN'), (',', ','), ('and', 'CC'), ('another', 'DT'), ('night', 'NN'), ('it', 'PRP'), ('be', 'VBD'), ('less', 'RBR'), ('cheese', 'JJ'), ('.', '.')]","[('Although', 'O', None), (',', 'O', None), ('one', 'O', None), ('night', 'O', None), ('we', 'O', None), ('went', 'O', None), ('it', 'O', None), ('was', 'O', None), ('super', 'O', None), ('cheesy', 'O', None), (',', 'O', None), ('and', 'O', None), ('another', 'O', None), ('night', 'O', None), ('it', 'O', None), ('was', 'O', None), ('less', 'O', None), ('cheesy', 'O', None), ('.', 'O', None)]"
793,1955,"Even though it is a little loud, you don't have to yell at each other to talk.",[],[],[],"[('Even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('little', 'JJ'), ('loud', 'NN'), (',', ','), ('you', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('to', 'TO'), ('yell', 'VB'), ('at', 'IN'), ('each', 'DT'), ('other', 'JJ'), ('to', 'TO'), ('talk', 'VB'), ('.', '.')]","[('Even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('be', 'VBZ'), ('a', 'DT'), ('little', 'JJ'), ('loud', 'NN'), (',', ','), ('you', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('to', 'TO'), ('yell', 'VB'), ('at', 'IN'), ('each', 'DT'), ('other', 'JJ'), ('to', 'TO'), ('talk', 'VB'), ('.', '.')]",0,0,0.1,0.1,0.1,0.05,0.25,0,0.333333333,"[('Even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('be', 'VBZ'), ('a', 'DT'), ('little', 'JJ'), ('loud', 'NN'), (',', ','), ('you', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('to', 'TO'), ('yell', 'VB'), ('at', 'IN'), ('each', 'DT'), ('other', 'JJ'), ('to', 'TO'), ('talk', 'VB'), ('.', '.')]","[('Even', 'O', None), ('though', 'O', None), ('it', 'O', None), ('is', 'O', None), ('a', 'O', None), ('little', 'O', None), ('loud', 'O', None), (',', 'O', None), ('you', 'O', None), ('do', 'O', None), (""n't"", 'O', None), ('have', 'O', None), ('to', 'O', None), ('yell', 'O', None), ('at', 'O', None), ('each', 'O', None), ('other', 'O', None), ('to', 'O', None), ('talk', 'O', None), ('.', 'O', None)]"
794,2903,"i've been to sapphire twice and both times the food was fine, if not good.",['food'],['positive'],"[('47', '51')]","[('i', 'NN'), (""'ve"", 'VBP'), ('been', 'VBN'), ('to', 'TO'), ('sapphire', 'VB'), ('twice', 'NN'), ('and', 'CC'), ('both', 'DT'), ('times', 'NNS'), ('the', 'DT'), ('food', 'NN'), ('was', 'VBD'), ('fine', 'JJ'), (',', ','), ('if', 'IN'), ('not', 'RB'), ('good', 'JJ'), ('.', '.')]","[('i', 'NN'), (""'ve"", 'VBP'), ('be', 'VBN'), ('to', 'TO'), ('sapphire', 'VB'), ('twice', 'NN'), ('and', 'CC'), ('both', 'DT'), ('time', 'NNS'), ('the', 'DT'), ('food', 'NN'), ('be', 'VBD'), ('fine', 'JJ'), (',', ','), ('if', 'IN'), ('not', 'RB'), ('good', 'JJ'), ('.', '.')]",0.25,0,0.111111111,0.055555556,0,0.222222222,0.222222222,0.666666667,0,"[('i', 'NN'), (""'ve"", 'VBP'), ('be', 'VBN'), ('to', 'TO'), ('sapphire', 'VB'), ('twice', 'NN'), ('and', 'CC'), ('both', 'DT'), ('time', 'NNS'), ('the', 'DT'), ('food', 'NN'), ('be', 'VBD'), ('fine', 'JJ'), (',', ','), ('if', 'IN'), ('not', 'RB'), ('good', 'JJ'), ('.', '.')]","[('i', 'O', None), (""'ve"", 'O', None), ('been', 'O', None), ('to', 'O', None), ('sapphire', 'O', None), ('twice', 'O', None), ('and', 'O', None), ('both', 'O', None), ('times', 'O', None), ('the', 'O', None), ('food', 'B', 'positive'), ('was', 'O', None), ('fine', 'O', None), (',', 'O', None), ('if', 'O', None), ('not', 'O', None), ('good', 'O', None)]"
795,1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'dinner', 'place']","['negative', 'positive', 'positive']","[('26', '32'), ('101', '107'), ('79', '84')]","[('It', 'PRP'), ('is', 'VBZ'), ('kinda', 'JJ'), ('noisy', 'NN'), ('and', 'CC'), ('the', 'DT'), ('tables', 'NNS'), ('are', 'VBP'), ('close', 'JJ'), ('together', 'RB'), ('but', 'CC'), ('it', 'PRP'), (""'s"", 'VBZ'), ('still', 'RB'), ('a', 'DT'), ('beautiful', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('enjoy', 'VB'), ('a', 'DT'), ('nice', 'JJ'), ('dinner', 'NN'), ('.', '.')]","[('It', 'PRP'), ('be', 'VBZ'), ('kinda', 'JJ'), ('noisy', 'NN'), ('and', 'CC'), ('the', 'DT'), ('table', 'NNS'), ('be', 'VBP'), ('close', 'JJ'), ('together', 'RB'), ('but', 'CC'), ('it', 'PRP'), (""'s"", 'VBZ'), ('still', 'RB'), ('a', 'DT'), ('beautiful', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('enjoy', 'VB'), ('a', 'DT'), ('nice', 'JJ'), ('dinner', 'NN'), ('.', '.')]",0,0,0.173913043,0.086956522,0.086956522,0.173913043,0.173913043,0.6,0.2,"[('It', 'PRP'), ('be', 'VBZ'), ('kinda', 'JJ'), ('noisy', 'NN'), ('and', 'CC'), ('the', 'DT'), ('table', 'NNS'), ('be', 'VBP'), ('close', 'JJ'), ('together', 'RB'), ('but', 'CC'), ('it', 'PRP'), (""'s"", 'VBZ'), ('still', 'RB'), ('a', 'DT'), ('beautiful', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('enjoy', 'VB'), ('a', 'DT'), ('nice', 'JJ'), ('dinner', 'NN'), ('.', '.')]","[('It', 'O', None), ('is', 'O', None), ('kinda', 'O', None), ('nosiy', 'O', None), ('and', 'O', None), ('the', 'O', None), ('tables', 'B', 'negative'), ('are', 'O', None), ('close', 'O', None), ('together', 'O', None), ('but', 'O', None), ('it', 'O', None), (""'s"", 'O', None), ('still', 'O', None), ('a', 'O', None), ('beautiful', 'O', None), ('place', 'O', None), ('to', 'O', None), ('enjoy', 'O', None), ('a', 'O', None), ('nice', 'O', None), ('dinner', 'B', 'positive')]"
796,3495,Was surprisingly disappointed.,[],[],[],"[('Was', 'NNP'), ('surprisingly', 'RB'), ('disappointed', 'VBD'), ('.', '.')]","[('Was', 'NNP'), ('surprisingly', 'RB'), ('disappoint', 'VBD'), ('.', '.')]",1,0,0,0.25,0,0.25,0.25,0,1,"[('<PNOUN>', 'NNP'), ('surprisingly', 'RB'), ('disappoint', 'VBD'), ('.', '.')]","[('Was', 'O', None), ('surprisingly', 'O', None), ('disappointed', 'O', None), ('.', 'O', None)]"
797,1273,I love the fact that the pizza tastes so good and is so cheap.,['pizza'],['positive'],"[('25', '30')]","[('I', 'PRP'), ('love', 'VBP'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('the', 'DT'), ('pizza', 'NN'), ('tastes', 'NNS'), ('so', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('is', 'VBZ'), ('so', 'RB'), ('cheap', 'JJ'), ('.', '.')]","[('I', 'PRP'), ('love', 'VBP'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('the', 'DT'), ('pizza', 'NN'), ('taste', 'NNS'), ('so', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('be', 'VBZ'), ('so', 'RB'), ('cheap', 'JJ'), ('.', '.')]",0,0,0.133333333,0.133333333,0.066666667,0.2,0.133333333,0.666666667,0.333333333,"[('I', 'PRP'), ('love', 'VBP'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('the', 'DT'), ('pizza', 'NN'), ('taste', 'NNS'), ('so', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('be', 'VBZ'), ('so', 'RB'), ('cheap', 'JJ'), ('.', '.')]","[('I', 'O', None), ('love', 'O', None), ('the', 'O', None), ('fact', 'O', None), ('that', 'O', None), ('the', 'O', None), ('pizza', 'B', 'positive'), ('tastes', 'O', None), ('so', 'O', None), ('good', 'O', None), ('and', 'O', None), ('is', 'O', None), ('so', 'O', None), ('cheap', 'O', None)]"
798,590,Nicky the Nose at the bar is a treat.,['bar'],['neutral'],"[('22', '25')]","[('Nick', 'NNP'), ('the', 'DT'), ('Nose', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('bar', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('treat', 'NN'), ('.', '.')]","[('Nick', 'NNP'), ('the', 'DT'), ('Nose', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('bar', 'NN'), ('be', 'VBZ'), ('a', 'DT'), ('treat', 'NN'), ('.', '.')]",0,0,0,0,0,0.4,0.1,0,0,"[('<PNOUN>', 'NNP'), ('the', 'DT'), ('<PNOUN>', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('bar', 'NN'), ('be', 'VBZ'), ('a', 'DT'), ('treat', 'NN'), ('.', '.')]","[('Nicky', 'O', None), ('the', 'O', None), ('Nose', 'O', None), ('at', 'O', None), ('the', 'O', None), ('bar', 'B', 'neutral'), ('is', 'O', None), ('a', 'O', None), ('treat', 'O', None)]"
799,762,I went to Ruby Foo's after work with a group of 6.,[],[],[],"[('I', 'PRP'), ('went', 'VBD'), ('to', 'TO'), ('Ruby', 'NNP'), ('Foo', 'NNP'), (""'s"", 'POS'), ('after', 'IN'), ('work', 'NN'), ('with', 'IN'), ('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('6', 'CD'), ('.', '.')]","[('I', 'PRP'), ('go', 'VBD'), ('to', 'TO'), ('Ruby', 'NNP'), ('Foo', 'NNP'), (""'s"", 'POS'), ('after', 'IN'), ('work', 'NN'), ('with', 'IN'), ('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('6', 'CD'), ('.', '.')]",1,0,0,0,0.071428571,0.285714286,0.071428571,1,0,"[('I', 'PRP'), ('go', 'VBD'), ('to', 'TO'), ('<PNOUN>', 'NNP'), ('<PNOUN>', 'NNP'), (""'s"", 'POS'), ('after', 'IN'), ('work', 'NN'), ('with', 'IN'), ('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('<NUM>', 'CD'), ('.', '.')]","[('I', 'O', None), ('went', 'O', None), ('to', 'O', None), ('Ruby', 'O', None), ('Foo', 'O', None), (""'s"", 'O', None), ('after', 'O', None), ('work', 'O', None), ('with', 'O', None), ('a', 'O', None), ('group', 'O', None), ('of', 'O', None), ('6', 'O', None), ('.', 'O', None)]"
800,3374,I'm amazed we haven't been kicked out of this place yet.,[],[],[],"[('I', 'PRP'), (""'m"", 'VBP'), ('amazed', 'VBN'), ('we', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('been', 'VBN'), ('kicked', 'VBN'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('place', 'NN'), ('yet', 'RB'), ('.', '.')]","[('I', 'PRP'), (""'m"", 'VBP'), ('amaze', 'VBN'), ('we', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('be', 'VBN'), ('kick', 'VBN'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('place', 'NN'), ('yet', 'RB'), ('.', '.')]",0,0,0,0.142857143,0.142857143,0.071428571,0.357142857,1,0,"[('I', 'PRP'), (""'m"", 'VBP'), ('amaze', 'VBN'), ('we', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('be', 'VBN'), ('kick', 'VBN'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('place', 'NN'), ('yet', 'RB'), ('.', '.')]","[('I', 'O', None), (""'m"", 'O', None), ('amazed', 'O', None), ('we', 'O', None), ('have', 'O', None), (""n't"", 'O', None), ('been', 'O', None), ('kicked', 'O', None), ('out', 'O', None), ('of', 'O', None), ('this', 'O', None), ('place', 'O', None), ('yet', 'O', None), ('.', 'O', None)]"
801,179,"Service was prompt, friendly and great.",['Service'],['positive'],"[('0', '7')]","[('Service', 'NNP'), ('was', 'VBD'), ('prompt', 'JJ'), (',', ','), ('friendly', 'JJ'), ('and', 'CC'), ('great', 'JJ'), ('.', '.')]","[('Service', 'NNP'), ('be', 'VBD'), ('prompt', 'JJ'), (',', ','), ('friendly', 'JJ'), ('and', 'CC'), ('great', 'JJ'), ('.', '.')]",1,0,0.375,0,0,0.125,0.125,0.75,0,"[('<PNOUN>', 'NNP'), ('be', 'VBD'), ('prompt', 'JJ'), (',', ','), ('friendly', 'JJ'), ('and', 'CC'), ('great', 'JJ'), ('.', '.')]","[('Service', 'B', 'positive'), ('was', 'O', None), ('prompt', 'O', None), (',', 'O', None), ('friendly', 'O', None), ('and', 'O', None), ('great', 'O', None)]"
802,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","['lamb chop', 'salads', 'lemon', 'extra virgnin olive oil']","['positive', 'positive', 'positive', 'positive']","[('16', '25'), ('51', '57'), ('87', '92'), ('97', '120')]","[('I', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('eat', 'VB'), ('a', 'DT'), ('lamb', 'NN'), ('chop', 'NN'), ('as', 'RB'), ('delicious', 'JJ'), ('as', 'IN'), ('that', 'DT'), (',', ','), ('the', 'DT'), ('salads', 'NNS'), ('are', 'VBP'), ('really', 'RB'), ('nice', 'JJ'), ('dressed', 'VBN'), ('with', 'IN'), ('lemon', 'NN'), ('and', 'CC'), ('extra', 'JJ'), ('virgin', 'NN'), ('olive', 'JJ'), ('oil', 'NN'), ('.', '.')]","[('I', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('eat', 'VB'), ('a', 'DT'), ('lamb', 'NN'), ('chop', 'NN'), ('as', 'RB'), ('delicious', 'JJ'), ('a', 'IN'), ('that', 'DT'), (',', ','), ('the', 'DT'), ('salad', 'NNS'), ('be', 'VBP'), ('really', 'RB'), ('nice', 'JJ'), ('dress', 'VBN'), ('with', 'IN'), ('lemon', 'NN'), ('and', 'CC'), ('extra', 'JJ'), ('virgin', 'NN'), ('olive', 'JJ'), ('oil', 'NN'), ('.', '.')]",0,0,0.153846154,0.115384615,0.038461538,0.230769231,0.153846154,0.4,0.2,"[('I', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('eat', 'VB'), ('a', 'DT'), ('lamb', 'NN'), ('chop', 'NN'), ('as', 'RB'), ('delicious', 'JJ'), ('a', 'IN'), ('that', 'DT'), (',', ','), ('the', 'DT'), ('salad', 'NNS'), ('be', 'VBP'), ('really', 'RB'), ('nice', 'JJ'), ('dress', 'VBN'), ('with', 'IN'), ('lemon', 'NN'), ('and', 'CC'), ('extra', 'JJ'), ('virgin', 'NN'), ('olive', 'JJ'), ('oil', 'NN'), ('.', '.')]","[('I', 'O', None), ('have', 'O', None), (""n't"", 'O', None), ('eat', 'O', None), ('a', 'O', None), ('lamb', 'B', 'positive'), ('chop', 'I', 'positive'), ('as', 'O', None), ('delicious', 'O', None), ('as', 'O', None), ('that', 'O', None), (',', 'O', None), ('the', 'O', None), ('salads', 'B', 'positive'), ('are', 'O', None), ('really', 'O', None), ('nice', 'O', None), ('dressed', 'O', None), ('with', 'O', None), ('lemon', 'B', 'positive'), ('and', 'O', None), ('extra', 'B', 'positive'), ('virgnin', 'I', 'positive'), ('olive', 'I', 'positive'), ('oil', 'O', None)]"
803,339,The sushi was awful!,['sushi'],['negative'],"[('4', '9')]","[('The', 'DT'), ('sushi', 'NN'), ('was', 'VBD'), ('awful', 'JJ'), ('!', '.')]","[('The', 'DT'), ('sushi', 'NN'), ('be', 'VBD'), ('awful', 'JJ'), ('!', '.')]",1,0,0.2,0,0,0.2,0.2,0,0.5,"[('The', 'DT'), ('sushi', 'NN'), ('be', 'VBD'), ('awful', 'JJ'), ('!', '.')]","[('The', 'O', None), ('sushi', 'B', 'negative'), ('was', 'O', None), ('awful', 'O', None)]"
